###################################################################################################### CosmicWatch: The Desktop Muon Detector### Device ID: Townsend### Questions? Email Spencer N. Axani (saxani@udel.edu)### Event TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident Name###################################################################################################1	1109	22	437	0.2	101955.6	24.0	77346	0	Townsend
2	1547	22	1519	0.6	101954.8	24.0	46618	0	Townsend
3	1957	460	4033	5.5	101954.8	24.0	14309	0	Townsend
4	2171	52	3011	1.3	101958.9	24.0	46649	0	Townsend
5	2238	23	235	0.2	101958.9	24.0	8836	0	Townsend
6	2288	117	3762	2.0	101958.9	24.0	8662	0	Townsend
7	2678	23	705	0.3	101954.7	24.0	46589	0	Townsend
8	2854	180	4095	2.6	101954.7	24.0	8747	0	Townsend
9	3214	24	1922	0.7	101956.0	24.0	46590	0	Townsend
10	3359	23	1440	0.6	101956.0	24.0	8774	0	Townsend
11	3640	22	2477	0.9	101956.0	24.0	46611	0	Townsend
12	3657	22	511	0.3	101956.0	24.0	8789	0	Townsend
13	4089	1075	4095	21.1	101958.8	24.0	46520	1	Townsend
14	4840	22	252	0.2	101959.5	24.0	51999	0	Townsend
15	4870	22	1077	0.4	101959.5	24.0	8807	0	Townsend
16	5297	419	4021	5.0	101960.3	24.0	46427	1	Townsend
17	5317	174	4095	2.6	101960.3	24.0	8712	0	Townsend
18	5409	22	534	0.3	101960.3	24.0	8667	0	Townsend
19	5777	22	1198	0.5	101958.2	24.0	46632	0	Townsend
20	6822	22	268	0.2	101956.1	24.0	84488	0	Townsend
21	7186	23	1341	0.5	101956.1	24.0	69023	0	Townsend
22	7315	24	2259	0.8	101956.1	24.0	15645	0	Townsend
23	7457	35	2716	1.1	101956.1	24.0	8658	0	Townsend
24	7499	23	899	0.4	101956.1	24.0	13877	0	Townsend
25	7623	22	537	0.3	101956.9	24.0	47198	0	Townsend
26	7864	24	1110	0.5	101956.9	24.0	8699	0	Townsend
27	8138	22	491	0.3	101957.6	24.0	46578	0	Townsend
28	8194	22	1147	0.5	101957.6	24.0	17575	0	Townsend
29	8654	22	1887	0.7	101957.6	24.0	46798	0	Townsend
30	8844	24	2777	1.0	101957.6	24.0	8796	0	Townsend
31	9613	22	763	0.3	101959.0	24.0	84441	0	Townsend
32	10041	23	511	0.3	101956.3	24.0	46754	0	Townsend
33	10173	22	1330	0.5	101956.3	24.0	8824	0	Townsend
34	10215	22	540	0.3	101956.3	24.0	14011	0	Townsend
35	10788	22	1085	0.5	101957.7	24.0	46589	0	Townsend
36	10958	24	2529	0.9	101957.7	24.0	8833	0	Townsend
37	11116	22	691	0.3	101959.2	24.0	46636	0	Townsend
38	11596	110	3885	2.0	101959.9	24.0	46753	0	Townsend
39	11958	22	2194	0.8	101959.9	24.0	8860	0	Townsend
40	12221	49	3125	1.3	101962.7	24.0	46629	0	Townsend
41	12478	22	355	0.2	101962.7	24.0	25602	0	Townsend
42	12633	22	1446	0.6	101962.7	24.0	53431	0	Townsend
43	13250	22	230	0.2	101966.2	24.0	46768	0	Townsend
44	13856	129	3827	2.1	101962.7	24.0	52124	0	Townsend
45	13963	22	1996	0.7	101962.7	24.0	8853	0	Townsend
46	14175	23	264	0.2	101959.9	24.0	46647	0	Townsend
47	14257	22	321	0.2	101959.9	24.0	8836	0	Townsend
48	14296	22	1324	0.5	101959.9	24.0	8661	1	Townsend
49	14806	23	643	0.3	101959.9	24.0	46488	0	Townsend
50	15144	23	1259	0.5	101962.0	24.0	46756	0	Townsend
51	15574	22	1188	0.5	101964.7	24.0	46709	0	Townsend
52	15629	22	216	0.2	101964.7	24.0	8791	0	Townsend
53	15740	23	1227	0.5	101964.7	24.0	8638	0	Townsend
54	16132	22	571	0.3	101964.0	24.0	51916	0	Townsend
55	17144	22	1748	0.7	101964.0	24.0	84489	0	Townsend
56	17202	22	486	0.3	101964.0	24.0	8814	0	Townsend
57	17377	22	709	0.3	101964.0	24.0	8635	1	Townsend
58	17660	22	927	0.4	101962.0	24.0	46495	0	Townsend
59	17922	634	4095	8.3	101962.0	24.0	8802	1	Townsend
60	18056	88	3595	1.7	101962.7	24.0	46437	0	Townsend
61	18105	22	1926	0.7	101962.7	24.0	25675	1	Townsend
62	18143	24	1729	0.7	101962.7	24.0	15308	0	Townsend
63	18160	22	1785	0.7	101962.7	24.0	8680	0	Townsend
64	18557	22	550	0.3	101961.4	24.0	51992	0	Townsend
65	18577	23	662	0.3	101961.4	24.0	8799	0	Townsend
66	18600	90	3652	1.7	101961.4	24.0	8675	0	Townsend
67	18758	22	301	0.2	101961.4	24.0	8645	0	Townsend
68	18842	22	2044	0.8	101961.4	24.0	8624	0	Townsend
69	19194	24	1361	0.5	101958.6	24.0	46583	0	Townsend
70	19319	23	242	0.2	101958.6	24.0	8806	0	Townsend
71	19602	23	1739	0.7	101956.6	24.0	46652	0	Townsend
72	20043	149	3929	2.3	101959.3	24.0	46817	1	Townsend
73	20348	59	3085	1.3	101959.3	24.0	8709	0	Townsend
74	20383	96	3891	1.9	101959.3	24.0	13938	0	Townsend
75	21425	22	1616	0.6	101957.9	24.0	84501	0	Townsend
76	21661	22	2458	0.9	101959.2	24.0	46837	0	Townsend
77	22375	21	326	0.2	101957.0	24.0	46691	0	Townsend
78	23492	22	278	0.2	101955.7	24.0	84485	0	Townsend
79	23649	23	2385	0.9	101954.4	24.0	46858	1	Townsend
80	23943	114	3788	2.0	101954.4	24.0	8725	0	Townsend
81	24292	33	2721	1.0	101953.0	24.0	63639	0	Townsend
82	24838	148	4095	2.4	101954.5	24.0	53621	0	Townsend
83	24908	391	4095	4.7	101954.5	24.0	8859	1	Townsend
84	25159	72	3284	1.5	101955.9	24.0	51730	0	Townsend
85	25663	28	2894	1.1	101951.1	24.0	46771	0	Townsend
86	25777	22	2475	0.9	101951.1	24.0	8812	0	Townsend
87	26338	37	3217	1.2	101949.1	24.0	46528	0	Townsend
88	26467	22	243	0.2	101949.1	24.0	8852	0	Townsend
89	27098	22	578	0.3	101949.2	24.1	84306	0	Townsend
90	27384	24	2553	0.9	101949.2	24.1	8794	0	Townsend
91	27414	22	361	0.2	101949.2	24.1	8601	0	Townsend
92	27618	22	554	0.3	101947.2	24.1	46498	0	Townsend
93	27770	22	2538	0.9	101947.2	24.1	8800	0	Townsend
94	27815	22	788	0.4	101947.2	24.1	13992	0	Townsend
95	27899	22	1658	0.6	101947.2	24.1	8639	0	Townsend
96	28145	468	4095	5.7	101953.4	24.1	46558	1	Townsend
97	28269	1535	4095	56.6	101953.4	24.1	8753	1	Townsend
98	28546	22	2176	0.8	101952.7	24.1	46410	0	Townsend
99	29117	22	749	0.3	101952.0	24.1	46646	0	Townsend
100	29288	22	690	0.3	101952.0	24.1	8785	0	Townsend
101	29348	25	2919	1.1	101952.0	24.1	25491	0	Townsend
102	29985	605	4061	7.7	101954.0	24.1	53227	0	Townsend
103	30042	22	1291	0.5	101952.6	24.1	46497	0	Townsend
104	30124	22	640	0.3	101952.6	24.1	14151	0	Townsend
105	30255	22	1285	0.5	101952.6	24.1	8664	0	Townsend
106	30394	22	228	0.2	101952.6	24.1	8631	0	Townsend
107	30621	24	1969	0.7	101951.8	24.0	46399	0	Townsend
108	30926	125	3813	2.1	101951.8	24.0	8808	0	Townsend
109	31396	137	3946	2.2	101951.1	24.0	46473	0	Townsend
110	31596	22	2209	0.8	101953.9	24.0	46538	1	Townsend
111	31905	22	1429	0.6	101953.9	24.0	17533	0	Townsend
112	31934	22	339	0.2	101953.9	24.0	8740	0	Townsend
113	32094	22	2396	0.9	101953.9	24.0	51921	0	Townsend
114	32318	24	2437	0.9	101953.9	24.0	8876	0	Townsend
115	32548	22	1736	0.7	101954.6	24.0	46459	0	Townsend
116	32638	497	4095	6.1	101954.6	24.0	8804	1	Townsend
117	32720	508	4095	6.2	101954.6	24.0	8575	1	Townsend
118	32841	22	2593	0.9	101954.6	24.0	8520	0	Townsend
119	33185	22	410	0.2	101954.6	24.0	46388	0	Townsend
120	33285	22	612	0.3	101954.6	24.0	8793	0	Townsend
121	33407	22	902	0.4	101954.6	24.0	25515	0	Townsend
122	33493	22	1631	0.6	101954.6	24.0	15399	0	Townsend
123	33635	23	2164	0.8	101954.6	24.0	52121	0	Townsend
124	33798	260	4075	3.3	101954.6	24.0	8668	0	Townsend
125	33844	330	4095	4.0	101954.6	24.0	8641	1	Townsend
126	34290	22	1272	0.5	101951.1	24.0	46359	1	Townsend
127	34318	22	1127	0.5	101951.1	24.0	8679	0	Townsend
128	34373	105	3693	1.9	101951.1	24.0	8648	0	Townsend
129	34617	56	3489	1.4	101953.9	24.0	46394	0	Townsend
130	34835	85	3531	1.7	101953.9	24.0	8868	0	Townsend
131	35078	24	796	0.4	101953.2	24.0	46422	0	Townsend
132	35418	22	598	0.3	101953.2	24.0	8765	0	Townsend
133	35630	22	1690	0.6	101955.9	24.0	51761	0	Townsend
134	35812	24	2435	0.9	101955.9	24.0	8871	0	Townsend
135	36146	22	1910	0.7	101953.2	24.0	46433	0	Townsend
136	36608	22	477	0.3	101951.1	24.0	46581	0	Townsend
137	36743	23	859	0.4	101951.1	24.0	8786	0	Townsend
138	36753	23	1244	0.5	101951.1	24.0	8609	0	Townsend
139	37127	23	1646	0.6	101952.6	24.1	46355	0	Townsend
140	37416	85	3371	1.6	101952.6	24.1	8784	0	Townsend
141	38622	22	1414	0.6	101947.6	24.0	138456	0	Townsend
142	38685	24	2773	1.0	101947.6	24.0	15659	0	Townsend
143	39492	121	3851	2.0	101955.2	24.0	51828	0	Townsend
144	39550	24	384	0.2	101955.1	24.0	46646	0	Townsend
145	39602	22	632	0.3	101955.1	24.0	8820	0	Townsend
146	39892	23	436	0.2	101955.1	24.0	8610	0	Townsend
147	40050	24	653	0.3	101955.0	24.0	46387	0	Townsend
148	40709	357	4095	4.3	101952.8	24.0	46463	0	Townsend
149	41109	24	1742	0.7	101951.3	24.0	46624	0	Townsend
150	41258	23	280	0.2	101951.3	24.0	8818	0	Townsend
151	41863	22	254	0.2	101950.6	24.0	46396	0	Townsend
152	41963	32	3177	1.2	101950.6	24.0	14056	0	Townsend
153	42114	22	236	0.2	101949.3	24.0	46512	0	Townsend
154	42772	22	1799	0.7	101950.0	24.0	55456	0	Townsend
155	43106	25	2536	0.9	101953.5	24.0	46700	0	Townsend
156	43270	24	670	0.3	101953.5	24.0	8824	0	Townsend
157	43775	1835	4095	107.1	101950.7	24.0	46662	1	Townsend
158	44061	22	1307	0.5	101952.2	24.0	46390	0	Townsend
159	44119	133	3966	2.2	101952.2	24.0	8796	0	Townsend
160	44224	22	1388	0.5	101952.2	24.0	8618	0	Townsend
161	44291	22	606	0.3	101952.2	24.0	25974	0	Townsend
162	44436	23	2049	0.8	101952.2	24.0	20213	0	Townsend
163	44919	22	1006	0.4	101950.7	24.0	46482	0	Townsend
164	45461	24	1469	0.6	101950.6	24.0	46616	0	Townsend
165	45549	22	1508	0.6	101950.5	24.0	46499	0	Townsend
166	45789	22	453	0.2	101950.5	24.0	8770	0	Townsend
167	45857	22	507	0.3	101950.5	24.0	8632	0	Townsend
168	45887	270	4095	3.4	101950.5	24.0	8612	0	Townsend
169	46910	22	516	0.3	101951.1	23.9	84176	0	Townsend
170	47156	23	593	0.3	101950.4	23.9	46805	0	Townsend
171	47907	24	2729	1.0	101952.4	23.9	46883	0	Townsend
172	48056	22	264	0.2	101948.9	23.9	52105	0	Townsend
173	48546	22	745	0.3	101950.2	23.9	46973	0	Townsend
174	49285	23	1555	0.6	101952.2	23.9	46820	0	Townsend
175	49479	22	1116	0.5	101952.2	23.9	8899	0	Townsend
176	49909	23	706	0.3	101950.2	23.9	46811	0	Townsend
177	50111	23	914	0.4	101950.2	23.9	46892	0	Townsend
178	50576	24	1235	0.5	101949.5	23.9	46895	0	Townsend
179	50795	1516	4062	53.9	101949.5	23.9	8929	1	Townsend
180	50900	118	3648	1.9	101949.5	23.9	8676	0	Townsend
181	51130	22	2444	0.9	101949.5	23.9	63595	0	Townsend
182	51423	24	275	0.2	101949.5	23.9	20668	0	Townsend
183	51658	22	1414	0.6	101952.2	23.9	46943	0	Townsend
184	51851	22	240	0.2	101952.2	23.9	8895	0	Townsend
185	51978	252	4095	3.3	101952.2	23.9	8777	0	Townsend
186	52334	1390	4095	41.4	101954.3	23.9	46789	1	Townsend
187	52573	22	1169	0.5	101952.9	23.9	46869	0	Townsend
188	52643	22	2204	0.8	101952.9	23.9	8920	0	Townsend
189	52686	1032	4095	19.3	101952.9	23.9	8863	1	Townsend
190	53484	240	4095	3.2	101952.2	23.9	46700	0	Townsend
191	53573	22	278	0.2	101951.4	23.9	52083	0	Townsend
192	54117	23	1528	0.6	101950.0	23.9	46938	0	Townsend
193	54246	22	941	0.4	101950.0	23.9	8881	0	Townsend
194	54433	22	784	0.4	101950.0	23.9	8754	0	Townsend
195	54497	24	1913	0.7	101950.0	23.9	8773	0	Townsend
196	54572	720	4095	9.9	101952.7	23.9	56116	1	Townsend
197	55141	22	1089	0.5	101953.5	23.9	46689	0	Townsend
198	55274	22	1456	0.6	101953.5	23.9	8902	0	Townsend
199	55630	23	393	0.2	101954.2	23.9	46789	0	Townsend
200	55667	1992	4095	147.8	101954.2	23.9	9044	1	Townsend
201	55899	22	699	0.3	101954.2	23.9	30346	0	Townsend
202	56222	22	515	0.3	101954.9	23.9	53684	0	Townsend
203	56893	536	4095	6.6	101955.6	23.9	46918	0	Townsend
204	57478	22	225	0.2	101957.7	23.9	46861	0	Townsend
205	57675	182	4095	2.6	101954.9	23.9	47013	0	Townsend
206	58176	62	3630	1.5	101953.6	23.9	46863	0	Townsend
207	58340	22	406	0.2	101953.6	23.9	8928	0	Townsend
208	58376	22	1537	0.6	101953.6	23.9	8799	0	Townsend
209	59081	2916	4073	612.6	101956.5	23.9	84847	1	Townsend
210	59772	23	2513	0.9	101957.2	23.9	46743	0	Townsend
211	59957	22	547	0.3	101957.2	23.9	14079	0	Townsend
212	60042	107	4017	2.0	101954.4	23.9	46837	0	Townsend
213	60395	43	3074	1.2	101954.4	23.9	8918	0	Townsend
214	60452	723	4095	10.0	101954.4	23.9	8781	0	Townsend
215	60499	22	477	0.3	101954.4	23.9	8796	0	Townsend
216	60959	22	1606	0.6	101955.2	23.9	47176	0	Townsend
217	60980	22	376	0.2	101955.2	23.9	8805	0	Townsend
218	61281	22	744	0.3	101956.6	23.9	46714	0	Townsend
219	61924	22	1547	0.6	101957.3	23.9	46919	0	Townsend
220	61993	23	1514	0.6	101957.3	23.9	14136	0	Townsend
221	62086	22	2197	0.8	101954.6	23.9	63742	0	Townsend
222	62243	546	4095	6.8	101954.6	23.9	15578	1	Townsend
223	62381	21	1144	0.5	101954.6	23.9	8689	0	Townsend
224	62401	2508	4095	373.5	101954.6	23.9	8906	1	Townsend
225	62414	787	4095	11.5	101954.6	23.9	8678	1	Townsend
226	62480	456	4095	5.5	101954.6	23.9	8632	1	Townsend
227	62585	24	2392	0.9	101956.6	23.9	46705	0	Townsend
228	63172	24	2540	0.9	101952.4	23.9	46836	0	Townsend
229	63538	22	352	0.2	101951.7	23.9	46845	0	Townsend
230	63708	73	3743	1.7	101951.7	23.9	13950	0	Townsend
231	64088	45	2972	1.2	101951.7	23.9	46840	0	Townsend
232	64187	53	3323	1.4	101951.7	23.9	8893	0	Townsend
233	64307	22	1340	0.5	101951.7	23.9	8780	0	Townsend
234	64387	22	1924	0.7	101951.7	23.9	8753	0	Townsend
235	65210	22	2502	0.9	101952.2	23.9	84541	0	Townsend
236	66070	23	1138	0.5	101950.9	23.9	84709	0	Townsend
237	66085	22	331	0.2	101950.9	23.9	8928	0	Townsend
238	66128	32	3011	1.1	101950.9	23.9	17609	0	Townsend
239	66371	317	4095	3.9	101950.9	23.9	8842	1	Townsend
240	66617	22	1535	0.6	101951.7	23.9	52237	0	Townsend
241	67082	22	1601	0.6	101948.9	23.9	63874	0	Townsend
242	67355	22	501	0.3	101948.9	23.9	15789	0	Townsend
